n_estimators,learning_rate,max_depth,min_child_weight,val_auc,best_threshold,fn,fp,fp_fn_ratio,total_errors,balance_score,auc_rank,error_rank,balance_rank,composite_score
300,0.03,6,7,0.9695534636245026,0.24000000000000007,63,512,8.126984126984127,575,669.5,196.0,232.5,210.0,211.15
200,0.05,5,5,0.9696050317564315,0.2500000000000001,63,513,8.142857142857142,576,670.5,194.0,234.0,215.0,212.3
200,0.05,4,7,0.9687143094776569,0.30000000000000016,78,477,6.115384615384615,555,672.0,220.0,196.5,218.0,212.34999999999997
200,0.05,5,1,0.969652396843125,0.23000000000000007,54,534,9.88888888888889,588,669.0,192.0,244.5,207.5,212.4
200,0.05,6,5,0.9696423741967939,0.23000000000000007,64,513,8.015625,577,673.0,193.0,235.5,219.0,213.55
300,0.03,6,5,0.9694813652331535,0.24000000000000007,64,511,7.984375,575,671.0,198.0,232.5,216.5,213.89999999999998
300,0.03,4,1,0.968222876496264,0.31000000000000016,84,468,5.571428571428571,552,678.0,225.0,192.0,225.0,215.1
200,0.03,6,3,0.9676299238068727,0.3200000000000002,99,444,4.484848484848484,543,691.5,233.0,175.0,236.5,216.64999999999998
300,0.03,5,3,0.9689981766866456,0.2600000000000001,66,506,7.666666666666667,572,671.0,215.0,224.0,216.5,218.14999999999998
200,0.03,6,1,0.9675912881218224,0.31000000000000016,95,453,4.768421052631579,548,690.5,234.0,185.0,235.0,219.60000000000002
300,0.03,4,5,0.9681418870476857,0.30000000000000016,77,487,6.324675324675325,564,679.5,226.0,208.5,227.0,221.04999999999998
300,0.03,5,7,0.9689377174974875,0.2600000000000001,67,506,7.552238805970149,573,673.5,217.0,228.0,220.5,221.34999999999997
200,0.05,4,5,0.9690568576643579,0.27000000000000013,64,517,8.078125,581,677.0,210.0,241.0,223.5,223.35000000000002
300,0.03,5,5,0.9690325284986674,0.24000000000000007,54,539,9.981481481481481,593,674.0,211.0,247.0,222.0,225.1
300,0.03,4,3,0.9680537039255313,0.29000000000000015,70,502,7.171428571428572,572,677.0,228.0,224.0,223.5,225.45
400,0.03,3,7,0.9678062092233888,0.31000000000000016,81,484,5.9753086419753085,565,686.5,231.0,212.0,232.0,225.6
400,0.03,3,3,0.9679676223259943,0.30000000000000016,75,494,6.586666666666667,569,681.5,229.0,219.0,229.0,226.0
200,0.05,3,5,0.9667567411591773,0.3300000000000002,89,467,5.247191011235955,556,689.5,242.0,198.5,234.0,226.55
200,0.05,4,3,0.9685642930938633,0.27000000000000013,63,516,8.19047619047619,579,673.5,223.0,238.5,220.5,226.89999999999998
400,0.03,3,5,0.9679221971063328,0.30000000000000016,77,493,6.402597402597403,570,685.5,230.0,221.0,231.0,227.60000000000002
400,0.03,3,1,0.9677881037977584,0.30000000000000016,76,494,6.5,570,684.0,232.0,221.0,230.0,228.10000000000002
200,0.05,3,7,0.9667210152746748,0.3400000000000002,97,456,4.701030927835052,553,698.5,243.0,194.0,243.0,228.3
200,0.03,5,1,0.9668088750856573,0.3200000000000002,88,475,5.3977272727272725,563,695.0,239.0,206.0,241.0,229.7
200,0.03,5,5,0.9668302136230071,0.31000000000000016,81,486,6.0,567,688.5,238.0,216.0,233.0,229.89999999999998
200,0.05,3,3,0.9667961851221575,0.3200000000000002,86,478,5.558139534883721,564,693.0,240.0,208.5,239.5,230.4
200,0.05,3,1,0.9668386197134784,0.3200000000000002,87,478,5.494252873563219,565,695.5,237.0,212.0,242.0,231.0
200,0.03,5,3,0.9665898317666483,0.31000000000000016,83,485,5.843373493975903,568,692.5,244.0,218.0,238.0,234.39999999999998
200,0.03,6,5,0.9675450546242307,0.29000000000000015,80,493,6.1625,573,693.0,236.0,228.0,239.5,234.65
200,0.03,6,7,0.9675853068651411,0.27000000000000013,69,519,7.521739130434782,588,691.5,235.0,244.5,236.5,238.3
300,0.03,3,7,0.9658808103665202,0.3300000000000002,90,484,5.377777777777778,574,709.0,247.0,231.0,245.0,241.60000000000002
200,0.03,5,7,0.9667713709897088,0.30000000000000016,78,504,6.461538461538462,582,699.0,241.0,242.0,244.0,242.2
300,0.03,3,1,0.9658112984645466,0.3200000000000002,87,500,5.747126436781609,587,717.5,248.0,243.0,251.5,247.55
300,0.03,3,3,0.9659130606559241,0.28000000000000014,57,571,10.017543859649123,628,713.5,245.0,252.0,248.0,248.0
200,0.03,4,1,0.9652174566694326,0.31000000000000016,77,520,6.753246753246753,597,712.5,249.0,248.0,247.0,248.1
200,0.03,4,7,0.965182700718446,0.30000000000000016,67,544,8.119402985074627,611,711.5,250.0,249.0,246.0,248.5
200,0.03,4,3,0.9650009998397993,0.3200000000000002,84,506,6.023809523809524,590,716.0,252.0,246.0,250.0,249.60000000000002
200,0.03,4,5,0.9650924969014666,0.30000000000000016,68,544,8.0,612,714.0,251.0,250.0,249.0,250.10000000000002
300,0.03,3,5,0.9658850942395487,0.27000000000000013,49,595,12.142857142857142,644,717.5,246.0,256.0,251.5,250.64999999999998
200,0.03,3,5,0.9614671279023845,0.3400000000000002,93,528,5.67741935483871,621,760.5,253.0,251.0,254.5,252.85
200,0.03,3,7,0.961390099015663,0.3300000000000002,84,548,6.523809523809524,632,758.0,255.0,253.0,253.0,253.79999999999995
200,0.03,3,3,0.9614203286102422,0.3300000000000002,85,549,6.458823529411765,634,761.5,254.0,255.0,256.0,254.90000000000003
200,0.03,3,1,0.961389533221112,0.3300000000000002,85,548,6.447058823529412,633,760.5,256.0,254.0,254.5,254.95000000000002
